ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
MLP,6.53,3.21,3.42,3.81,4.25,3.48,3.3,GEO
DTREE,5.16,3.29,3.72,4.41,4.52,3.51,3.39,GEO
SGD,5.96,3.67,3.63,3.58,4.48,3.28,3.4,GEO
LRG,6.93,3.18,3.49,3.61,4.13,3.25,3.41,GEO
SVM,6.66,3.25,3.48,3.57,4.56,3.07,3.42,GEO
KNN,6.0,2.92,3.9,3.84,3.89,4.02,3.43,GEO
ABC,5.83,3.43,3.22,3.61,4.13,4.34,3.43,GEO
RF,6.11,3.4,3.4,3.96,3.22,4.11,3.8,GEO
avarage,6.15,3.29,3.53,3.8,4.15,3.63,3.45,GEO
std,0.55,0.22,0.21,0.29,0.44,0.46,0.15,GEO
