ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.91,2.78,3.61,3.89,4.2,3.61,3.0,IBA
SVM,6.63,3.07,3.66,3.81,4.58,2.96,3.28,IBA
MLP,6.66,2.79,3.6,3.66,4.33,3.65,3.31,IBA
DTREE,5.07,3.98,3.21,4.3,4.68,3.42,3.33,IBA
RF,6.34,3.52,3.38,4.02,3.45,3.89,3.42,IBA
KNN,6.02,3.16,3.68,3.72,3.96,4.04,3.42,IBA
SGD,5.75,3.42,3.75,3.9,3.91,3.7,3.57,IBA
ABC,5.55,2.94,3.27,3.93,4.21,4.5,3.6,IBA
avarage,6.12,3.21,3.52,3.9,4.17,3.72,3.37,IBA
std,0.63,0.41,0.2,0.2,0.39,0.45,0.19,IBA
