ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
KNN,6.01,3.0,3.98,3.92,3.97,4.0,3.13,GEO
SVM,6.66,3.31,3.54,3.63,4.57,3.11,3.18,GEO
LRG,6.93,3.18,3.51,3.64,4.15,3.28,3.31,GEO
MLP,6.56,3.17,3.46,3.74,4.2,3.51,3.37,GEO
RF,6.13,3.4,3.53,4.05,3.27,4.2,3.41,GEO
DTREE,5.14,3.3,3.68,4.4,4.55,3.52,3.41,GEO
ABC,5.8,3.47,3.2,3.61,4.06,4.36,3.51,GEO
SGD,5.93,3.57,3.55,3.49,4.39,3.3,3.77,GEO
avarage,6.14,3.3,3.56,3.81,4.14,3.66,3.39,GEO
std,0.57,0.18,0.22,0.3,0.42,0.47,0.2,GEO
