ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.79,3.07,4.71,4.86,3.36,2.71,IBA
SGD,6.0,4.14,4.43,2.71,4.29,3.43,3.0,IBA
SVM,6.57,3.57,3.93,3.29,4.5,2.57,3.57,IBA
ABC,3.0,3.14,4.29,3.14,5.29,5.36,3.79,IBA
KNN,4.79,4.21,2.29,3.07,4.29,4.21,5.14,IBA
MLP,6.64,3.43,2.93,3.57,2.93,3.21,5.29,IBA
RF,5.07,3.86,2.93,3.14,3.29,4.14,5.57,IBA
DTREE,4.0,3.71,2.21,3.29,4.57,3.43,6.79,IBA
avarage,5.32,3.61,3.26,3.37,4.25,3.71,4.48,IBA
std,1.34,0.49,0.86,0.6,0.78,0.84,1.42,IBA
