ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,4.93,3.5,3.43,3.79,4.0,3.29,5.07,REC
ABC,2.07,3.57,3.57,3.29,5.21,5.07,5.21,REC
LRG,4.93,3.07,2.57,4.43,4.21,3.29,5.5,REC
RF,3.43,4.0,3.21,2.29,4.79,4.43,5.86,REC
SGD,4.0,3.5,3.86,2.86,4.36,3.57,5.86,REC
KNN,3.07,4.5,1.93,3.86,4.57,4.0,6.07,REC
DTREE,3.86,3.57,2.29,2.93,5.29,3.93,6.14,REC
MLP,5.5,3.21,2.79,2.86,3.71,3.36,6.57,REC
avarage,3.97,3.62,2.96,3.29,4.52,3.87,5.79,REC
std,1.13,0.45,0.67,0.69,0.56,0.63,0.5,REC
