ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,3.29,3.5,4.43,4.93,3.5,1.86,SPE
SVM,6.21,4.0,4.14,3.79,4.5,3.07,2.29,SPE
RF,5.71,4.43,4.36,4.29,3.36,3.5,2.36,SPE
ABC,4.07,2.86,4.36,3.86,4.29,5.93,2.64,SPE
KNN,5.64,3.29,3.07,3.71,4.21,5.21,2.86,SPE
DTREE,4.36,5.21,3.29,4.07,3.93,3.21,3.93,SPE
MLP,6.86,3.29,4.07,3.0,2.86,3.64,4.29,SPE
SGD,6.5,3.93,4.14,3.0,3.36,2.64,4.43,SPE
avarage,5.73,3.79,3.87,3.77,3.93,3.84,3.08,SPE
std,1.02,0.77,0.5,0.53,0.69,1.13,0.99,SPE
