ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.93,3.36,2.5,4.86,5.0,3.79,3.57,F1
SVM,5.07,3.64,3.07,4.07,4.43,3.57,4.14,F1
ABC,2.36,3.79,3.79,3.14,5.43,5.07,4.43,F1
SGD,4.43,3.57,3.64,3.43,4.86,3.36,4.71,F1
DTREE,4.21,3.79,2.21,2.57,5.21,4.0,6.0,F1
MLP,6.29,3.07,2.5,3.07,3.43,3.5,6.14,F1
RF,4.14,4.14,3.0,2.0,3.93,4.5,6.29,F1
KNN,3.36,4.14,1.93,3.93,4.43,3.93,6.29,F1
avarage,4.35,3.69,2.83,3.38,4.59,3.96,5.2,F1
std,1.17,0.37,0.66,0.9,0.67,0.57,1.1,F1
