ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.86,3.0,3.5,4.93,4.79,3.5,2.43,PRE
SVM,5.93,3.5,3.93,4.0,4.14,3.43,3.07,PRE
KNN,3.79,4.29,2.57,3.86,4.5,4.43,4.57,PRE
MLP,6.29,3.29,3.43,3.29,3.29,3.64,4.79,PRE
ABC,2.57,3.14,3.71,3.29,5.0,5.43,4.86,PRE
RF,4.71,4.14,3.71,2.07,4.14,4.21,5.0,PRE
DTREE,4.64,3.5,2.36,2.86,5.0,3.71,5.93,PRE
SGD,5.57,3.71,3.71,2.29,3.43,3.21,6.07,PRE
avarage,4.92,3.57,3.37,3.32,4.29,3.95,4.59,PRE
std,1.26,0.46,0.58,0.94,0.66,0.72,1.27,PRE
