ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.93,3.14,4.5,4.79,3.14,3.0,GEO
ABC,2.93,3.43,4.14,3.43,5.07,5.43,3.57,GEO
SGD,6.0,3.57,4.29,2.57,4.29,3.14,4.14,GEO
SVM,6.14,3.43,3.57,3.21,4.21,2.79,4.64,GEO
RF,4.79,4.0,3.14,3.29,3.5,4.29,5.0,GEO
KNN,4.86,3.57,2.29,3.43,4.0,4.36,5.5,GEO
DTREE,4.64,3.93,2.36,3.43,4.43,3.71,5.5,GEO
MLP,6.64,3.07,2.64,3.64,2.79,3.07,6.14,GEO
avarage,5.31,3.49,3.2,3.44,4.13,3.74,4.69,GEO
std,1.25,0.37,0.76,0.53,0.72,0.89,1.06,GEO
