ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.93,3.14,4.5,4.93,3.14,2.79,GEO
SVM,6.14,3.79,3.86,3.5,4.57,3.07,3.07,GEO
ABC,2.79,3.57,4.0,3.43,4.93,5.43,3.86,GEO
RF,4.93,4.07,3.29,3.43,3.64,4.43,4.21,GEO
KNN,5.07,3.71,2.57,3.57,4.29,4.36,4.43,GEO
SGD,5.86,3.57,4.0,2.43,4.0,3.29,4.86,GEO
DTREE,4.64,3.86,2.36,3.43,4.86,3.79,5.07,GEO
MLP,6.64,3.07,2.79,3.86,2.79,3.07,5.79,GEO
avarage,5.33,3.57,3.25,3.52,4.25,3.82,4.26,GEO
std,1.27,0.39,0.65,0.57,0.75,0.85,1.01,GEO
