ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,5.14,3.57,3.07,4.0,4.29,3.57,4.36,F1
LRG,5.21,3.07,2.21,4.71,4.86,3.5,4.43,F1
ABC,2.21,3.5,3.64,3.14,5.29,5.07,5.14,F1
DTREE,4.14,3.71,2.21,2.64,5.21,4.07,6.0,F1
SGD,4.29,3.29,3.5,3.0,4.57,3.36,6.0,F1
RF,4.07,4.21,3.0,2.07,4.0,4.57,6.07,F1
KNN,3.57,4.07,1.93,3.86,4.43,3.86,6.29,F1
MLP,6.14,3.07,2.5,3.07,3.43,3.36,6.43,F1
avarage,4.35,3.56,2.76,3.31,4.51,3.92,5.59,F1
std,1.19,0.43,0.64,0.84,0.62,0.62,0.83,F1
