ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.07,3.21,2.5,4.86,5.0,3.79,3.57,F1
SVM,5.14,3.71,3.21,4.0,4.29,3.43,4.21,F1
ABC,2.36,3.79,3.79,3.14,5.57,4.93,4.43,F1
RF,4.14,4.21,3.07,2.14,4.36,4.57,5.5,F1
KNN,3.64,4.07,2.07,4.07,4.57,4.07,5.5,F1
SGD,4.71,3.29,3.36,3.0,4.43,3.43,5.79,F1
MLP,6.43,3.07,2.5,3.07,3.57,3.5,5.86,F1
DTREE,4.0,3.79,2.21,2.5,5.07,3.86,6.57,F1
avarage,4.44,3.64,2.84,3.35,4.61,3.95,5.18,F1
std,1.21,0.41,0.61,0.9,0.61,0.55,1.0,F1
