ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.07,3.07,3.21,4.5,4.43,3.64,4.07,REC
ABC,2.71,4.64,3.21,3.43,5.29,4.5,4.21,REC
SVM,5.14,2.93,3.57,4.5,4.07,2.86,4.93,REC
DTREE,4.29,3.71,1.93,3.21,6.14,3.5,5.21,REC
SGD,4.86,3.0,3.07,4.86,2.71,4.29,5.21,REC
RF,3.93,3.43,3.36,3.0,4.0,4.57,5.71,REC
KNN,3.14,3.86,3.14,3.29,5.64,3.14,5.79,REC
MLP,5.57,3.21,2.14,2.79,4.79,3.07,6.43,REC
avarage,4.34,3.48,2.96,3.7,4.63,3.7,5.2,REC
std,1.02,0.58,0.59,0.8,1.08,0.68,0.8,REC
