ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,3.0,3.36,4.79,4.64,3.43,3.0,PRE
SVM,5.86,3.36,3.71,4.0,4.14,3.29,3.64,PRE
SGD,5.86,3.86,4.14,2.36,4.0,3.79,4.0,PRE
ABC,2.57,3.29,3.86,3.29,4.79,5.36,4.86,PRE
DTREE,4.79,3.57,2.57,3.0,5.0,4.14,4.93,PRE
MLP,6.21,3.29,3.43,3.29,3.14,3.64,5.0,PRE
KNN,3.57,4.14,2.43,3.86,4.36,4.43,5.21,PRE
RF,4.79,3.93,3.5,2.0,4.07,3.93,5.79,PRE
avarage,4.93,3.55,3.38,3.32,4.27,4.0,4.55,PRE
std,1.28,0.39,0.6,0.9,0.58,0.66,0.92,PRE
