ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.86,3.07,4.71,4.79,3.36,2.71,IBA
SVM,6.57,3.64,3.86,3.21,4.5,2.5,3.71,IBA
ABC,2.86,3.07,4.07,3.0,5.29,5.5,4.21,IBA
RF,5.14,4.0,2.93,3.29,3.43,4.36,4.86,IBA
SGD,5.71,3.57,4.29,2.43,3.86,3.14,5.0,IBA
KNN,4.79,4.14,2.29,3.07,4.57,4.07,5.07,IBA
MLP,6.64,3.57,3.07,3.71,2.93,3.0,5.07,IBA
DTREE,4.36,3.93,2.36,3.43,4.71,3.57,5.64,IBA
avarage,5.32,3.6,3.24,3.36,4.26,3.69,4.54,IBA
std,1.32,0.45,0.76,0.66,0.79,0.94,0.94,IBA
