ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.86,3.36,2.86,4.86,4.5,3.57,4.0,REC
ABC,2.29,3.71,3.86,3.43,5.5,5.07,4.14,REC
DTREE,4.0,3.71,2.43,3.21,5.57,4.14,4.93,REC
RF,3.64,4.14,3.5,2.5,4.71,4.43,5.07,REC
SVM,4.79,3.57,3.57,3.79,4.0,3.14,5.14,REC
KNN,3.07,4.29,2.07,3.86,4.86,4.0,5.86,REC
SGD,4.21,3.5,3.86,2.71,4.21,3.57,5.93,REC
MLP,5.36,3.21,2.79,2.86,3.71,3.36,6.71,REC
avarage,4.03,3.69,3.12,3.4,4.63,3.91,5.22,REC
std,1.01,0.37,0.68,0.76,0.67,0.63,0.92,REC
