ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.79,3.07,4.71,4.79,3.36,2.79,IBA
SVM,6.5,3.5,3.86,3.07,4.43,2.5,4.14,IBA
ABC,2.86,3.14,4.0,3.0,5.29,5.43,4.29,IBA
MLP,6.79,3.71,3.07,3.71,3.07,3.36,4.29,IBA
KNN,4.93,4.21,2.57,3.21,4.5,4.21,4.36,IBA
RF,5.21,4.29,3.0,3.36,3.5,4.21,4.43,IBA
SGD,5.86,3.71,4.29,2.43,3.86,3.14,4.71,IBA
DTREE,4.43,3.93,2.36,3.57,5.0,3.71,5.0,IBA
avarage,5.38,3.66,3.28,3.38,4.3,3.74,4.25,IBA
std,1.32,0.51,0.7,0.67,0.77,0.89,0.65,IBA
