ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.57,2.71,4.43,4.64,3.21,3.93,IBA
ABC,2.93,3.0,3.86,3.14,5.14,5.29,4.64,IBA
DTREE,4.29,4.07,2.36,3.43,4.79,3.71,5.36,IBA
SVM,6.57,3.21,3.57,2.93,4.14,2.21,5.36,IBA
KNN,5.0,4.0,2.29,2.93,4.36,3.93,5.5,IBA
RF,5.0,3.86,2.93,3.0,3.43,4.07,5.71,IBA
MLP,6.64,3.29,2.79,3.43,2.79,2.93,6.14,IBA
SGD,5.29,3.57,3.71,2.29,3.71,3.14,6.29,IBA
avarage,5.28,3.45,3.03,3.2,4.12,3.56,5.37,IBA
std,1.29,0.52,0.61,0.61,0.78,0.92,0.77,IBA
