ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,2.86,3.36,4.93,4.79,3.36,2.93,PRE
SVM,5.86,3.5,4.0,4.07,4.14,3.5,2.93,PRE
RF,4.79,4.21,3.64,2.21,4.21,4.21,4.71,PRE
DTREE,4.64,3.86,2.57,3.0,5.0,4.0,4.93,PRE
ABC,2.57,3.21,3.64,3.14,4.93,5.21,5.29,PRE
SGD,5.43,3.57,3.93,2.36,3.71,3.5,5.5,PRE
MLP,6.21,3.14,3.29,3.14,3.0,3.64,5.57,PRE
KNN,3.57,4.0,2.43,3.71,4.21,4.43,5.64,PRE
avarage,4.86,3.54,3.36,3.32,4.25,3.98,4.69,PRE
std,1.25,0.46,0.58,0.9,0.67,0.63,1.13,PRE
