ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.79,2.93,4.71,4.79,3.21,3.07,IBA
SVM,6.5,3.71,4.0,3.36,4.57,2.64,3.21,IBA
ABC,3.0,3.43,4.21,3.14,5.14,5.43,3.64,IBA
MLP,6.79,3.64,3.07,3.71,3.07,3.36,4.36,IBA
SGD,5.79,3.71,4.14,2.57,4.0,3.14,4.64,IBA
RF,5.14,4.0,3.0,3.43,3.43,4.07,4.93,IBA
KNN,4.93,4.07,2.29,3.07,4.36,4.07,5.21,IBA
DTREE,4.36,3.93,2.36,3.57,4.86,3.57,5.36,IBA
avarage,5.38,3.66,3.25,3.45,4.28,3.69,4.3,IBA
std,1.29,0.41,0.78,0.62,0.73,0.85,0.89,IBA
