ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.86,3.36,3.93,3.71,3.93,3.64,GEO
SVM,5.86,2.57,3.79,3.79,3.79,3.57,4.64,GEO
ABC,2.36,3.71,4.71,3.79,3.79,4.21,5.43,GEO
SGD,6.0,2.93,2.64,3.64,3.57,3.64,5.57,GEO
KNN,4.79,3.21,3.93,2.86,4.14,3.36,5.71,GEO
RF,5.29,3.36,2.79,3.86,3.07,3.86,5.79,GEO
DTREE,4.29,3.71,3.64,2.57,4.29,3.71,5.79,GEO
MLP,6.71,2.21,3.0,2.79,4.14,3.14,6.0,GEO
avarage,5.23,3.07,3.48,3.4,3.81,3.68,5.32,GEO
std,1.43,0.53,0.68,0.56,0.39,0.34,0.79,GEO
