ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
DTREE,5.24,3.3,3.7,4.38,4.66,3.52,3.2,IBA
SVM,6.61,3.3,3.45,3.57,4.72,3.14,3.2,IBA
SGD,6.08,3.56,3.67,3.59,4.54,3.33,3.23,IBA
ABC,5.78,3.34,3.39,3.61,4.28,4.32,3.28,IBA
LRG,6.93,3.01,3.47,3.66,4.24,3.32,3.37,IBA
MLP,6.54,2.98,3.29,3.84,4.32,3.56,3.48,IBA
RF,6.04,3.36,3.52,4.01,3.47,4.11,3.49,IBA
KNN,5.87,2.9,3.96,3.91,3.95,3.88,3.53,IBA
avarage,6.14,3.22,3.56,3.82,4.27,3.65,3.35,IBA
std,0.54,0.23,0.21,0.28,0.41,0.42,0.14,IBA
