ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,2.07,4.0,4.86,3.86,5.07,3.71,4.43,REC
LRG,4.86,3.07,3.36,4.29,4.14,3.64,4.64,REC
DTREE,4.07,3.79,3.29,2.57,5.21,4.21,4.86,REC
SVM,5.0,3.0,2.86,4.64,3.43,3.86,5.21,REC
SGD,4.21,3.14,2.43,4.07,4.36,4.21,5.57,REC
RF,4.5,3.57,2.36,3.71,3.64,4.21,6.0,REC
KNN,2.5,4.36,3.36,3.29,4.93,3.57,6.0,REC
MLP,5.43,2.36,2.64,3.29,3.64,4.29,6.36,REC
avarage,4.08,3.41,3.14,3.71,4.3,3.96,5.38,REC
std,1.19,0.64,0.8,0.66,0.7,0.3,0.71,REC
