ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.93,3.29,2.5,5.0,5.0,3.79,3.5,F1
SVM,5.07,3.71,3.21,4.0,4.29,3.57,4.14,F1
ABC,2.21,3.57,3.79,3.14,5.43,4.93,4.93,F1
KNN,3.57,4.14,2.07,4.07,4.43,4.07,5.64,F1
RF,4.07,4.29,3.07,2.14,4.07,4.5,5.86,F1
DTREE,4.14,3.79,2.21,2.64,5.36,3.93,5.93,F1
SGD,4.57,3.29,3.5,3.0,4.43,3.21,6.0,F1
MLP,6.14,3.07,2.5,3.21,3.5,3.5,6.07,F1
avarage,4.34,3.64,2.86,3.4,4.56,3.94,5.26,F1
std,1.16,0.43,0.63,0.91,0.66,0.56,0.97,F1
