ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.21,3.36,4.43,4.93,3.36,2.14,SPE
SVM,6.21,4.0,4.14,3.79,4.5,3.07,2.29,SPE
ABC,4.14,2.71,4.29,3.93,4.14,5.79,3.0,SPE
RF,5.64,4.36,4.0,4.21,3.36,3.36,3.07,SPE
SGD,6.5,4.21,4.43,3.0,3.64,2.93,3.29,SPE
DTREE,4.43,5.29,3.29,4.29,3.93,3.36,3.43,SPE
KNN,5.64,3.14,2.86,3.64,4.0,5.07,3.64,SPE
MLP,6.86,3.43,4.07,3.0,2.86,3.64,4.14,SPE
avarage,5.75,3.79,3.8,3.79,3.92,3.82,3.12,SPE
std,1.0,0.83,0.56,0.55,0.65,1.03,0.67,SPE
