ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.86,3.36,2.86,4.86,4.5,3.57,4.0,REC
RF,3.57,4.07,3.43,2.43,4.86,4.57,5.07,REC
SGD,4.14,3.64,3.86,2.86,4.36,3.57,5.57,REC
KNN,3.14,4.57,2.0,3.93,4.64,4.07,5.64,REC
ABC,2.0,3.57,3.43,3.14,5.36,4.86,5.64,REC
DTREE,3.93,3.86,2.29,2.93,5.36,3.79,5.86,REC
SVM,4.64,3.43,3.43,3.64,3.86,3.14,5.86,REC
MLP,5.57,3.21,2.79,2.93,3.71,3.36,6.43,REC
avarage,3.98,3.71,3.01,3.34,4.58,3.87,5.51,REC
std,1.11,0.44,0.64,0.77,0.61,0.6,0.72,REC
