ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.0,3.36,3.29,4.64,4.07,4.0,3.64,F1
SVM,5.14,3.0,2.93,4.79,3.57,4.0,4.57,F1
RF,5.29,3.43,2.57,4.07,3.64,4.14,4.86,F1
ABC,1.86,3.79,4.5,4.21,5.14,3.64,4.86,F1
SGD,4.79,3.43,2.29,3.93,4.29,4.29,5.0,F1
DTREE,3.71,4.21,3.36,2.29,5.14,4.0,5.29,F1
KNN,3.14,4.14,3.57,2.93,4.71,3.64,5.86,F1
MLP,5.93,2.5,2.79,2.57,3.79,4.14,6.29,F1
avarage,4.36,3.48,3.16,3.68,4.29,3.98,5.04,F1
std,1.35,0.57,0.69,0.96,0.64,0.23,0.8,F1
