ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,3.0,3.5,4.93,4.64,3.43,2.71,PRE
SVM,5.93,3.5,4.0,4.0,4.14,3.29,3.14,PRE
SGD,6.0,4.0,4.29,2.64,4.14,3.79,3.14,PRE
ABC,2.71,3.36,3.79,3.29,4.64,5.36,4.86,PRE
RF,4.71,4.07,3.57,2.21,4.14,4.07,5.21,PRE
MLP,6.36,3.14,3.36,3.14,3.07,3.64,5.29,PRE
KNN,3.43,4.0,2.36,3.71,4.14,4.29,6.07,PRE
DTREE,4.5,3.5,2.36,2.86,4.86,3.71,6.21,PRE
avarage,4.93,3.57,3.4,3.35,4.22,3.95,4.58,PRE
std,1.33,0.41,0.71,0.86,0.55,0.65,1.39,PRE
