ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.93,3.0,3.36,4.29,4.0,3.5,4.93,REC
KNN,2.71,4.64,3.57,3.29,5.07,3.71,5.0,REC
SVM,5.0,3.0,2.86,4.64,3.57,3.86,5.07,REC
ABC,2.07,3.86,4.71,3.64,4.93,3.64,5.14,REC
SGD,4.36,3.14,2.29,4.07,4.36,4.36,5.43,REC
DTREE,4.07,3.79,3.14,2.5,4.93,4.07,5.5,REC
RF,4.43,3.5,2.36,3.79,3.64,4.07,6.21,REC
MLP,5.5,2.36,2.64,3.14,3.79,4.21,6.36,REC
avarage,4.13,3.41,3.12,3.67,4.29,3.93,5.46,REC
std,1.17,0.7,0.79,0.69,0.62,0.3,0.55,REC
