ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.71,2.93,4.57,4.5,3.21,3.5,IBA
ABC,3.14,3.14,4.14,3.0,5.29,5.57,3.71,IBA
DTREE,4.57,4.36,2.57,3.64,5.07,3.86,3.93,IBA
KNN,5.07,4.21,2.43,3.07,4.36,4.07,4.79,IBA
SVM,6.57,3.36,3.57,3.07,4.29,2.21,4.93,IBA
RF,5.14,3.93,3.0,3.21,3.5,4.21,5.0,IBA
SGD,5.64,3.71,4.0,2.43,3.86,3.0,5.36,IBA
MLP,6.64,3.29,2.79,3.43,2.79,2.93,6.14,IBA
avarage,5.42,3.59,3.18,3.3,4.21,3.63,4.67,IBA
std,1.21,0.56,0.65,0.62,0.82,1.03,0.9,IBA
