MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
PCA,contraceptive,_Borderline1,ABC,NONE,NONE,0.564,0.548,0.774,0.5519999999999999,0.6500000000000001,0.41600000000000004
PCA,contraceptive,_Borderline1,DTREE,NONE,NONE,0.47400000000000003,0.47000000000000003,0.716,0.472,0.5740000000000001,0.328
PCA,contraceptive,_Borderline1,GNB,NONE,NONE,0.5439999999999999,0.47400000000000003,0.776,0.476,0.5940000000000001,0.34199999999999997
PCA,contraceptive,_Borderline1,KNN,NONE,NONE,0.484,0.476,0.7300000000000001,0.476,0.5860000000000001,0.33799999999999997
PCA,contraceptive,_Borderline1,LRG,NONE,NONE,0.49399999999999994,0.5040000000000001,0.708,0.49399999999999994,0.582,0.336
PCA,contraceptive,_Borderline1,MLP,NONE,NONE,0.578,0.556,0.784,0.562,0.6580000000000001,0.42400000000000004
PCA,contraceptive,_Borderline1,QDA,NONE,NONE,0.5700000000000001,0.508,0.7879999999999999,0.51,0.6220000000000001,0.38
PCA,contraceptive,_Borderline1,RF,NONE,NONE,0.5399999999999999,0.5379999999999999,0.752,0.538,0.632,0.394
PCA,contraceptive,_Borderline1,SGD,NONE,NONE,0.5479999999999999,0.458,0.742,0.41200000000000003,0.4659999999999999,0.258
PCA,contraceptive,_Borderline1,SVM,NONE,NONE,0.538,0.5219999999999999,0.7619999999999999,0.522,0.63,0.388
PCA,contraceptive,_Borderline2,ABC,NONE,NONE,0.54,0.522,0.762,0.526,0.6279999999999999,0.388
PCA,contraceptive,_Borderline2,DTREE,NONE,NONE,0.48200000000000004,0.47800000000000004,0.726,0.476,0.5839999999999999,0.336
PCA,contraceptive,_Borderline2,GNB,NONE,NONE,0.538,0.47400000000000003,0.772,0.476,0.5920000000000001,0.346
PCA,contraceptive,_Borderline2,KNN,NONE,NONE,0.48599999999999993,0.47400000000000003,0.73,0.4779999999999999,0.5860000000000001,0.33799999999999997
PCA,contraceptive,_Borderline2,LRG,NONE,NONE,0.49399999999999994,0.506,0.7060000000000001,0.49000000000000005,0.576,0.332
PCA,contraceptive,_Borderline2,MLP,NONE,NONE,0.576,0.5519999999999999,0.782,0.5559999999999999,0.6580000000000001,0.42400000000000004
PCA,contraceptive,_Borderline2,QDA,NONE,NONE,0.572,0.514,0.788,0.516,0.626,0.384
PCA,contraceptive,_Borderline2,RF,NONE,NONE,0.536,0.532,0.75,0.534,0.628,0.38800000000000007
PCA,contraceptive,_Borderline2,SGD,NONE,NONE,0.46399999999999997,0.398,0.7139999999999999,0.318,0.32999999999999996,0.142
PCA,contraceptive,_Borderline2,SVM,NONE,NONE,0.532,0.5199999999999999,0.76,0.5199999999999999,0.6260000000000001,0.382
PCA,contraceptive,_Geometric_SMOTE,ABC,NONE,NONE,0.54,0.53,0.758,0.5360000000000001,0.63,0.392
PCA,contraceptive,_Geometric_SMOTE,DTREE,NONE,NONE,0.49000000000000005,0.484,0.728,0.488,0.5900000000000001,0.344
PCA,contraceptive,_Geometric_SMOTE,GNB,NONE,NONE,0.5399999999999999,0.496,0.7680000000000001,0.504,0.616,0.372
PCA,contraceptive,_Geometric_SMOTE,KNN,NONE,NONE,0.48200000000000004,0.47400000000000003,0.7220000000000001,0.47400000000000003,0.5820000000000001,0.332
PCA,contraceptive,_Geometric_SMOTE,LRG,NONE,NONE,0.496,0.506,0.71,0.496,0.584,0.338
