ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.71,2.93,4.57,4.64,3.21,3.43,IBA
SVM,6.5,3.64,3.93,3.29,4.5,2.57,3.57,IBA
KNN,4.93,4.21,2.43,3.21,4.5,4.21,4.5,IBA
ABC,2.71,3.14,4.0,3.14,5.14,5.29,4.57,IBA
MLP,6.64,3.57,3.07,3.71,3.07,3.21,4.71,IBA
SGD,5.57,3.71,4.29,2.57,3.86,3.14,4.86,IBA
RF,5.0,4.14,2.93,3.14,3.43,4.07,5.29,IBA
DTREE,4.29,3.79,2.43,3.43,4.86,3.86,5.36,IBA
avarage,5.27,3.62,3.25,3.38,4.25,3.7,4.54,IBA
std,1.35,0.49,0.73,0.58,0.72,0.84,0.71,IBA
