ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.93,3.36,2.5,5.0,5.07,3.79,3.36,F1
ABC,2.36,3.79,3.93,3.29,5.43,5.21,4.0,F1
SVM,5.07,3.71,3.21,4.0,4.29,3.43,4.29,F1
RF,4.21,4.36,3.07,2.29,4.29,4.64,5.14,F1
DTREE,4.29,3.93,2.36,2.57,5.5,4.0,5.36,F1
SGD,4.57,3.29,3.5,3.0,4.43,3.5,5.71,F1
MLP,6.21,3.07,2.5,3.07,3.57,3.43,6.14,F1
KNN,3.43,4.0,1.93,3.93,4.43,3.93,6.36,F1
avarage,4.38,3.69,2.88,3.39,4.62,3.99,5.04,F1
std,1.15,0.43,0.67,0.88,0.66,0.64,1.07,F1
