ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.93,2.95,3.66,3.6,4.39,3.46,3.02,GEO
RF,6.22,3.44,3.61,3.71,3.44,4.47,3.11,GEO
ABC,6.03,3.43,3.22,3.45,4.07,4.68,3.11,GEO
SVM,6.66,2.96,3.84,3.69,4.41,3.31,3.12,GEO
MLP,6.67,3.14,3.64,3.89,3.84,3.54,3.28,GEO
DTREE,5.04,3.82,3.41,4.1,4.5,3.82,3.31,GEO
SGD,5.6,3.61,3.58,3.39,4.31,4.09,3.41,GEO
KNN,5.96,3.07,3.7,3.34,4.16,4.07,3.7,GEO
avarage,6.14,3.3,3.58,3.65,4.14,3.93,3.26,GEO
std,0.62,0.32,0.19,0.26,0.35,0.49,0.22,GEO
