ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
RF,4.01,3.77,2.94,3.73,5.25,4.27,4.02,F1
SVM,3.3,3.68,3.06,4.73,5.02,4.17,4.05,F1
SGD,2.7,3.86,3.68,4.64,4.7,4.35,4.07,F1
DTREE,3.02,4.1,2.98,4.16,5.73,3.84,4.17,F1
ABC,2.83,3.74,3.38,4.29,5.78,3.72,4.27,F1
LRG,4.07,2.89,3.03,4.48,5.17,4.03,4.32,F1
MLP,2.92,3.14,3.11,4.14,5.59,4.77,4.33,F1
KNN,2.0,4.61,3.38,4.47,5.81,3.12,4.61,F1
avarage,3.1,3.72,3.2,4.33,5.38,4.03,4.23,F1
std,0.69,0.53,0.26,0.32,0.41,0.49,0.2,F1
