ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,2.86,3.86,4.5,4.07,3.36,2.71,IBA
SVM,6.57,2.93,4.0,3.71,4.29,3.14,3.36,IBA
ABC,3.86,4.57,3.21,2.71,4.0,5.71,3.93,IBA
KNN,4.64,3.43,3.86,3.21,4.71,4.0,4.14,IBA
RF,5.43,3.71,3.57,3.43,3.21,4.14,4.5,IBA
DTREE,5.0,3.93,2.71,3.36,5.64,2.64,4.71,IBA
SGD,6.43,3.0,3.14,3.86,2.43,4.43,4.71,IBA
MLP,6.0,3.29,2.79,2.93,4.5,2.93,5.57,IBA
avarage,5.57,3.46,3.39,3.46,4.11,3.79,4.21,IBA
std,1.02,0.59,0.5,0.56,0.97,1.0,0.89,IBA
