ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.86,3.07,4.71,4.93,3.36,2.5,IBA
KNN,5.14,4.36,2.57,3.36,4.64,4.36,3.57,IBA
SVM,6.5,3.5,3.86,3.36,4.57,2.5,3.71,IBA
ABC,2.86,3.14,4.0,3.14,5.14,5.43,4.29,IBA
RF,5.14,4.14,3.07,3.43,3.43,4.29,4.5,IBA
SGD,5.71,3.71,4.14,2.57,3.86,3.14,4.86,IBA
DTREE,4.43,4.07,2.5,3.57,4.71,3.71,5.0,IBA
MLP,6.64,3.29,3.0,3.64,2.86,3.07,5.5,IBA
avarage,5.38,3.63,3.28,3.47,4.27,3.73,4.24,IBA
std,1.3,0.53,0.64,0.6,0.8,0.93,0.95,IBA
