ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.0,3.36,4.36,4.79,3.21,2.71,SPE
RF,5.71,4.43,4.07,4.29,3.21,3.43,2.86,SPE
DTREE,4.29,5.36,3.36,4.29,4.0,3.5,3.21,SPE
SVM,6.21,3.71,3.86,3.64,4.36,2.93,3.29,SPE
SGD,6.36,4.07,4.43,3.14,3.64,2.64,3.71,SPE
ABC,3.86,2.57,4.21,3.79,4.0,5.64,3.93,SPE
MLP,6.79,3.29,3.93,2.86,2.71,3.64,4.79,SPE
KNN,5.43,2.93,2.79,3.36,3.93,4.71,4.86,SPE
avarage,5.65,3.67,3.75,3.71,3.83,3.71,3.67,SPE
std,1.07,0.92,0.54,0.57,0.65,0.99,0.82,SPE
