ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.07,3.36,2.5,5.0,5.14,3.79,3.14,F1
SVM,5.14,3.71,3.07,4.14,4.43,3.57,3.93,F1
DTREE,4.29,3.79,2.36,2.79,5.36,4.14,5.29,F1
SGD,4.57,3.29,3.5,3.14,4.43,3.64,5.43,F1
ABC,2.21,3.5,3.64,3.14,5.0,4.93,5.57,F1
RF,4.21,4.29,3.07,2.07,4.07,4.57,5.71,F1
KNN,3.57,4.14,1.93,4.0,4.43,4.07,5.86,F1
MLP,6.14,3.07,2.5,3.07,3.5,3.36,6.36,F1
avarage,4.4,3.64,2.82,3.42,4.54,4.01,5.16,F1
std,1.17,0.42,0.6,0.91,0.61,0.53,1.07,F1
