ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.93,3.14,4.64,4.93,3.29,2.5,GEO
SVM,6.21,3.79,3.93,3.57,4.57,3.0,2.93,GEO
ABC,3.07,3.43,4.0,3.36,5.07,5.71,3.36,GEO
RF,5.07,4.36,3.21,3.43,3.79,4.36,3.79,GEO
SGD,6.07,3.71,4.14,2.86,4.14,3.29,3.79,GEO
DTREE,4.64,4.14,2.36,3.43,4.57,3.86,5.0,GEO
KNN,4.93,3.57,2.36,3.5,4.07,4.36,5.21,GEO
MLP,6.64,3.07,2.79,3.79,2.79,3.07,5.86,GEO
avarage,5.4,3.62,3.24,3.57,4.24,3.87,4.05,GEO
std,1.22,0.49,0.72,0.51,0.73,0.92,1.18,GEO
