ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.86,3.07,4.71,4.79,3.36,2.64,IBA
SGD,5.86,3.71,4.43,2.71,4.0,3.29,4.0,IBA
RF,5.21,4.29,3.07,3.43,3.57,4.29,4.14,IBA
DTREE,4.64,4.07,2.5,3.57,5.0,3.86,4.36,IBA
ABC,3.0,3.0,4.0,3.14,5.14,5.29,4.43,IBA
KNN,5.07,4.21,2.29,3.07,4.36,4.07,4.93,IBA
SVM,6.57,3.36,3.57,2.93,4.29,2.21,5.07,IBA
MLP,6.64,3.29,2.79,3.43,2.79,3.0,6.07,IBA
avarage,5.45,3.6,3.21,3.38,4.24,3.67,4.46,IBA
std,1.25,0.55,0.74,0.61,0.79,0.93,0.99,IBA
