ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.93,4.14,4.0,3.71,3.57,3.07,IBA
DTREE,4.21,4.21,3.71,2.86,4.64,3.93,4.43,IBA
SVM,5.86,2.5,3.93,3.57,3.93,3.57,4.64,IBA
RF,5.57,3.21,3.07,4.43,3.07,3.93,4.71,IBA
KNN,4.43,3.71,4.0,2.86,4.29,3.71,5.0,IBA
SGD,5.86,3.0,3.0,3.79,3.93,3.14,5.29,IBA
ABC,2.57,3.64,4.57,3.71,3.79,4.14,5.57,IBA
MLP,6.86,2.0,3.0,2.93,3.79,3.5,5.93,IBA
avarage,5.24,3.15,3.68,3.52,3.89,3.69,4.83,IBA
std,1.42,0.71,0.59,0.58,0.45,0.31,0.87,IBA
