ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,3.0,3.5,4.93,4.71,3.57,2.5,PRE
SVM,5.79,3.5,3.86,4.0,4.14,3.43,3.29,PRE
SGD,5.71,3.86,4.29,2.36,3.71,3.79,4.29,PRE
MLP,6.36,3.29,3.43,3.29,3.29,3.64,4.71,PRE
KNN,3.57,4.29,2.64,3.86,4.14,4.57,4.93,PRE
ABC,2.57,3.14,3.71,3.29,4.64,5.36,5.29,PRE
RF,4.64,4.0,3.5,2.14,4.0,4.21,5.5,PRE
DTREE,4.64,3.71,2.36,3.0,5.0,3.71,5.57,PRE
avarage,4.88,3.6,3.41,3.36,4.21,4.04,4.51,PRE
std,1.29,0.45,0.63,0.91,0.56,0.65,1.1,PRE
