,alphas,area_GEO,volume_GEO,area_volume_ratio_GEO,edge_ratio_GEO,radius_ratio_GEO,aspect_ratio_GEO,max_solid_angle_GEO,min_solid_angle_GEO,solid_angle_GEO,area_IBA,volume_IBA,area_volume_ratio_IBA,edge_ratio_IBA,radius_ratio_IBA,aspect_ratio_IBA,max_solid_angle_IBA,min_solid_angle_IBA,solid_angle_IBA
1.0,1.0,5.035714285714286,5.135714285714286,4.342857142857143,4.4642857142857135,4.285714285714286,4.478571428571428,3.850000000000001,4.178571428571429,4.2785714285714285,5.242857142857143,5.285714285714287,4.499999999999999,4.7714285714285705,4.557142857142857,4.735714285714286,4.292857142857144,4.557142857142857,4.585714285714285
1.5,1.5,4.735714285714286,5.107142857142857,4.635714285714285,4.2285714285714295,4.078571428571428,4.407142857142857,4.321428571428571,4.235714285714286,4.035714285714286,4.9785714285714295,5.2714285714285705,4.835714285714285,4.478571428571429,4.335714285714286,4.707142857142856,4.692857142857141,4.457142857142856,4.328571428571428
2.0,2.0,4.742857142857143,5.207142857142856,4.357142857142857,4.357142857142858,4.2,4.292857142857144,4.128571428571428,4.071428571428571,4.221428571428572,4.971428571428572,5.428571428571429,4.621428571428573,4.7785714285714285,4.578571428571427,4.442857142857143,4.435714285714285,4.407142857142857,4.485714285714286
2.5,2.5,4.557142857142859,5.0285714285714285,4.592857142857143,4.128571428571429,4.3500000000000005,4.264285714285714,4.421428571428573,4.414285714285714,4.178571428571429,4.7142857142857135,5.2714285714285705,4.807142857142857,4.342857142857143,4.664285714285714,4.421428571428573,4.721428571428572,4.664285714285715,4.335714285714287
3.0,3.0,4.7785714285714285,4.999999999999999,4.6428571428571415,4.592857142857143,4.428571428571429,4.128571428571429,4.207142857142856,4.292857142857144,4.128571428571428,5.0214285714285705,5.2,4.828571428571427,4.707142857142856,4.65,4.321428571428571,4.464285714285714,4.564285714285714,4.478571428571429
3.5,3.5,4.7,4.949999999999998,4.442857142857143,4.257142857142857,4.1571428571428575,4.621428571428571,4.235714285714286,4.071428571428571,4.307142857142857,4.914285714285714,5.178571428571429,4.657142857142857,4.428571428571429,4.4214285714285735,4.728571428571429,4.55,4.385714285714285,4.642857142857143
4.0,4.0,4.8357142857142845,5.250000000000001,4.435714285714287,4.364285714285715,4.007142857142857,4.421428571428573,4.435714285714287,4.292857142857144,4.3285714285714265,5.057142857142859,5.585714285714286,4.7714285714285705,4.549999999999999,4.307142857142858,4.564285714285715,4.7142857142857135,4.542857142857144,4.578571428571427
4.5,4.5,4.692857142857141,4.907142857142857,4.842857142857143,4.35,4.4,4.085714285714285,4.4071428571428575,4.185714285714285,4.4,4.992857142857141,5.128571428571427,5.007142857142857,4.664285714285716,4.807142857142857,4.342857142857143,4.614285714285715,4.5285714285714285,4.671428571428573
5.0,5.0,4.700000000000001,4.9,4.371428571428572,4.364285714285715,4.585714285714285,4.342857142857143,4.392857142857142,4.092857142857143,4.264285714285714,4.885714285714285,5.092857142857143,4.7,4.664285714285714,4.85,4.6,4.5,4.4,4.45
5.5,5.5,4.735714285714286,5.314285714285714,4.692857142857143,4.392857142857143,4.492857142857141,4.228571428571429,4.192857142857142,4.571428571428571,4.671428571428572,4.914285714285714,5.500000000000001,5.078571428571427,4.685714285714286,4.885714285714285,4.549999999999999,4.407142857142857,4.707142857142856,4.957142857142856
