ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.0,3.14,4.64,4.93,3.14,2.57,GEO
ABC,2.86,3.57,4.07,3.29,5.21,5.71,3.29,GEO
SVM,6.21,3.64,3.71,3.43,4.43,2.86,3.71,GEO
SGD,6.0,3.57,4.0,2.43,4.36,3.43,4.21,GEO
RF,4.86,4.07,3.07,3.29,3.64,4.29,4.79,GEO
DTREE,4.64,4.14,2.5,3.43,4.57,3.86,4.86,GEO
KNN,5.14,3.57,2.43,3.43,4.07,4.14,5.21,GEO
MLP,6.64,3.07,2.64,3.64,2.79,3.14,6.07,GEO
avarage,5.37,3.58,3.2,3.45,4.25,3.82,4.34,GEO
std,1.27,0.41,0.66,0.6,0.76,0.92,1.13,GEO
