ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,3.0,3.36,4.64,4.5,3.43,3.29,PRE
ABC,2.71,3.43,3.93,3.43,5.07,5.5,3.93,PRE
SVM,5.93,3.36,3.71,3.79,4.0,3.29,3.93,PRE
KNN,3.86,4.29,2.57,3.86,4.21,4.43,4.79,PRE
SGD,5.57,3.71,4.07,2.21,3.57,3.5,5.36,PRE
DTREE,4.71,3.64,2.36,2.86,5.0,4.0,5.43,PRE
MLP,6.14,3.14,3.29,3.14,3.14,3.57,5.57,PRE
RF,4.64,3.86,3.36,2.0,3.79,3.93,6.43,PRE
avarage,4.92,3.55,3.33,3.24,4.16,3.96,4.84,PRE
std,1.18,0.41,0.61,0.88,0.68,0.73,1.05,PRE
