ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.86,3.07,4.64,4.79,3.36,2.71,IBA
SVM,6.57,3.57,3.86,3.21,4.43,2.5,3.86,IBA
ABC,2.86,3.29,4.14,3.14,5.14,5.5,3.93,IBA
RF,5.29,3.93,3.0,3.36,3.5,4.21,4.71,IBA
KNN,4.86,4.21,2.43,3.14,4.43,4.21,4.71,IBA
DTREE,4.29,3.93,2.5,3.57,4.86,3.86,5.0,IBA
MLP,6.64,3.43,2.93,3.57,2.93,3.0,5.5,IBA
SGD,5.43,3.57,3.86,2.29,3.57,3.14,6.14,IBA
avarage,5.31,3.6,3.22,3.37,4.21,3.72,4.57,IBA
std,1.32,0.43,0.65,0.66,0.78,0.94,1.06,IBA
