ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,5.79,3.0,3.36,4.64,4.5,3.43,3.29,PRE
ABC,2.71,3.43,4.0,3.57,5.07,5.5,3.71,PRE
SVM,5.79,3.36,3.71,3.86,4.0,3.29,4.0,PRE
RF,5.07,4.14,3.71,2.14,4.21,4.21,4.5,PRE
SGD,5.71,3.79,4.14,2.29,3.86,3.5,4.71,PRE
KNN,3.5,4.14,2.43,3.86,4.21,4.43,5.43,PRE
MLP,6.07,3.14,3.29,3.14,3.14,3.5,5.71,PRE
DTREE,4.64,3.43,2.36,2.86,4.86,3.86,6.0,PRE
avarage,4.91,3.55,3.38,3.29,4.23,3.96,4.67,PRE
std,1.22,0.43,0.67,0.85,0.6,0.74,0.98,PRE
