ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,4.86,3.36,2.86,4.86,4.5,3.57,4.0,REC
SVM,4.79,3.57,3.57,3.79,4.0,3.14,5.14,REC
RF,3.57,4.14,3.5,2.36,4.79,4.43,5.21,REC
ABC,2.0,3.57,3.57,3.29,5.43,4.79,5.36,REC
MLP,5.79,3.36,2.93,3.0,3.86,3.64,5.43,REC
DTREE,4.0,3.71,2.29,2.93,5.57,3.79,5.71,REC
KNN,3.07,4.43,1.93,3.86,4.71,4.0,6.0,REC
SGD,4.14,3.5,3.86,2.86,4.21,3.43,6.0,REC
avarage,4.03,3.71,3.06,3.37,4.63,3.85,5.36,REC
std,1.17,0.38,0.69,0.78,0.63,0.54,0.64,REC
