ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.71,3.0,4.43,4.64,3.36,3.36,IBA
ABC,3.29,3.14,4.29,3.14,5.14,5.57,3.43,IBA
SVM,6.57,3.36,3.71,3.07,4.29,2.36,4.64,IBA
DTREE,4.43,4.07,2.5,3.57,4.86,3.86,4.71,IBA
RF,5.14,4.07,2.93,3.14,3.57,4.07,5.07,IBA
KNN,4.86,4.21,2.29,3.07,4.36,4.07,5.14,IBA
SGD,5.43,3.71,4.14,2.43,3.71,3.29,5.29,IBA
MLP,6.57,3.29,2.79,3.43,2.79,2.93,6.21,IBA
avarage,5.35,3.57,3.21,3.29,4.17,3.69,4.73,IBA
std,1.18,0.53,0.75,0.57,0.77,0.96,0.96,IBA
