ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.64,3.0,3.86,4.21,4.0,3.57,2.71,SPE
ABC,4.07,4.0,5.43,3.79,2.79,4.5,3.43,SPE
SGD,6.57,3.57,2.79,3.57,4.57,3.36,3.57,SPE
DTREE,5.07,4.86,4.43,4.21,3.07,2.57,3.79,SPE
SVM,6.21,2.43,3.79,3.86,4.5,3.29,3.93,SPE
RF,5.93,4.07,2.71,4.71,2.21,4.21,4.14,SPE
MLP,6.71,3.29,3.5,2.79,3.21,3.93,4.57,SPE
KNN,5.07,3.71,4.0,2.07,3.86,4.14,5.14,SPE
avarage,5.79,3.62,3.81,3.65,3.53,3.7,3.91,SPE
std,0.95,0.74,0.88,0.85,0.84,0.62,0.74,SPE
