ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.68,2.98,3.87,3.81,3.98,3.53,3.15,PRE
SVM,5.54,3.17,3.85,3.58,4.58,3.97,3.3,PRE
SGD,4.4,4.14,3.61,3.83,4.52,4.09,3.41,PRE
MLP,5.41,3.09,3.51,3.91,4.41,3.91,3.76,PRE
RF,4.25,3.58,3.3,3.5,5.12,4.45,3.8,PRE
ABC,4.26,3.78,3.3,3.72,5.16,3.94,3.84,PRE
DTREE,3.85,3.44,3.57,3.68,5.17,4.36,3.92,PRE
KNN,3.96,3.61,3.61,3.69,4.71,4.19,4.22,PRE
avarage,4.8,3.47,3.58,3.72,4.71,4.06,3.67,PRE
std,0.99,0.39,0.22,0.13,0.42,0.29,0.36,PRE
