ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,4.0,2.86,4.5,3.93,4.29,5.93,2.5,SPE
LRG,6.57,3.0,3.36,4.36,4.71,3.21,2.79,SPE
RF,5.57,4.36,4.0,4.0,3.14,3.43,3.5,SPE
DTREE,4.29,5.36,3.21,4.29,3.93,3.36,3.57,SPE
SVM,6.14,3.64,3.79,3.57,4.29,2.86,3.71,SPE
KNN,5.5,3.07,2.86,3.64,4.07,5.0,3.86,SPE
SGD,6.21,4.29,4.43,2.93,3.5,2.5,4.14,SPE
MLP,6.79,3.29,4.07,2.86,2.71,3.64,4.64,SPE
avarage,5.63,3.73,3.78,3.7,3.83,3.74,3.59,SPE
std,1.02,0.87,0.59,0.57,0.66,1.15,0.69,SPE
