,alphas,area_GEO,volume_GEO,area_volume_ratio_GEO,edge_ratio_GEO,radius_ratio_GEO,aspect_ratio_GEO,max_solid_angle_GEO,min_solid_angle_GEO,solid_angle_GEO,area_IBA,volume_IBA,area_volume_ratio_IBA,edge_ratio_IBA,radius_ratio_IBA,aspect_ratio_IBA,max_solid_angle_IBA,min_solid_angle_IBA,solid_angle_IBA
1.0,1.0,4.7285714285714295,5.314285714285714,4.521428571428571,4.535714285714287,4.614285714285714,4.299999999999999,4.535714285714286,4.5285714285714285,4.514285714285714,4.942857142857141,5.4642857142857135,4.678571428571429,4.728571428571428,4.792857142857144,4.5,4.707142857142856,4.764285714285714,4.614285714285714
1.5,1.5,4.935714285714285,5.157142857142857,4.85,4.35,4.642857142857143,4.428571428571429,4.392857142857143,4.685714285714285,4.5285714285714285,5.135714285714287,5.314285714285715,4.942857142857143,4.7,4.835714285714286,4.635714285714284,4.521428571428571,4.921428571428572,4.821428571428571
2.0,2.0,4.828571428571427,5.114285714285715,4.75,4.435714285714285,4.735714285714286,4.55,4.4642857142857135,4.55,4.342857142857143,4.942857142857143,5.242857142857141,4.885714285714286,4.678571428571429,4.9,4.571428571428571,4.621428571428573,4.728571428571428,4.65
2.5,2.5,4.785714285714287,5.000000000000001,4.792857142857144,4.307142857142857,4.607142857142857,4.628571428571427,4.307142857142857,4.557142857142859,4.4071428571428575,5.021428571428571,5.228571428571429,4.921428571428572,4.449999999999998,4.885714285714284,4.65,4.5,4.692857142857141,4.6
3.0,3.0,4.9214285714285735,5.064285714285715,4.7785714285714285,4.435714285714285,4.321428571428571,4.178571428571429,4.114285714285715,4.6571428571428575,4.457142857142856,5.000000000000001,5.292857142857144,4.964285714285714,4.592857142857143,4.628571428571429,4.421428571428573,4.457142857142856,4.7785714285714285,4.685714285714285
3.5,3.5,5.035714285714287,5.071428571428571,4.814285714285714,4.335714285714286,4.514285714285714,4.392857142857142,4.550000000000002,4.614285714285714,4.5285714285714285,5.178571428571429,5.12142857142857,5.064285714285714,4.492857142857143,4.792857142857144,4.478571428571429,4.707142857142856,4.742857142857143,4.799999999999999
4.0,4.0,5.1714285714285735,5.271428571428572,4.664285714285713,4.357142857142857,4.571428571428573,4.2142857142857135,4.285714285714287,4.271428571428571,4.442857142857141,5.285714285714287,5.435714285714285,4.7714285714285705,4.635714285714286,4.864285714285716,4.292857142857144,4.385714285714285,4.62142857142857,4.714285714285714
4.5,4.5,4.857142857142857,5.15,4.864285714285714,4.2285714285714295,4.450000000000001,4.371428571428571,4.285714285714287,4.35,4.5285714285714285,4.992857142857143,5.307142857142859,5.014285714285714,4.592857142857143,4.7,4.4642857142857135,4.392857142857143,4.507142857142857,4.65
5.0,5.0,5.0285714285714285,5.1000000000000005,4.907142857142857,4.478571428571429,4.5285714285714285,4.385714285714286,4.5214285714285705,4.52857142857143,4.471428571428572,5.278571428571428,5.164285714285714,5.121428571428571,4.671428571428573,4.814285714285715,4.478571428571429,4.785714285714287,4.735714285714286,4.728571428571429
5.5,5.5,4.992857142857143,5.192857142857141,4.9,4.207142857142856,4.364285714285715,4.321428571428571,4.385714285714286,4.514285714285714,4.492857142857143,5.085714285714285,5.285714285714286,5.049999999999999,4.542857142857144,4.614285714285714,4.557142857142857,4.55,4.700000000000001,4.65
