ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.93,4.14,4.14,3.86,3.71,2.71,IBA
SVM,5.79,2.71,4.14,3.79,4.14,3.86,3.57,IBA
SGD,6.14,3.14,3.0,4.36,4.21,3.43,3.71,IBA
KNN,4.43,3.79,4.14,2.93,4.43,4.0,4.29,IBA
DTREE,4.36,4.14,3.57,2.93,4.79,3.93,4.29,IBA
ABC,2.71,3.64,4.71,3.86,3.79,4.36,4.93,IBA
MLP,6.86,2.14,3.21,3.21,4.07,3.5,5.0,IBA
RF,5.43,3.0,3.0,4.29,2.86,4.07,5.36,IBA
avarage,5.28,3.19,3.74,3.69,4.02,3.86,4.23,IBA
std,1.37,0.64,0.64,0.59,0.57,0.31,0.87,IBA
