ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,2.93,3.14,4.64,5.07,3.29,2.36,GEO
SVM,6.21,3.71,3.93,3.57,4.57,3.07,2.93,GEO
ABC,2.5,3.57,4.07,3.29,4.93,5.43,4.21,GEO
DTREE,4.71,4.14,2.5,3.36,5.0,3.64,4.64,GEO
RF,4.86,4.07,3.07,3.36,3.57,4.21,4.86,GEO
MLP,6.64,3.36,2.93,3.93,3.07,3.21,4.86,GEO
SGD,6.14,3.57,3.86,2.43,4.0,3.14,4.86,GEO
KNN,4.71,3.57,2.57,3.5,4.14,4.29,5.21,GEO
avarage,5.29,3.62,3.26,3.51,4.29,3.79,4.24,GEO
std,1.4,0.39,0.62,0.62,0.73,0.82,1.04,GEO
