ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SGD,6.5,4.21,4.64,3.14,3.5,2.64,3.36,SPE
LRG,6.57,2.86,3.21,4.21,4.64,3.07,3.43,SPE
SVM,6.21,3.71,3.79,3.43,4.21,2.86,3.79,SPE
ABC,3.71,2.57,4.21,3.64,4.14,5.64,4.07,SPE
RF,5.5,4.14,3.93,3.86,3.21,3.21,4.14,SPE
DTREE,4.36,4.93,3.07,3.93,3.71,3.07,4.93,SPE
MLP,6.86,3.14,3.93,2.71,2.57,3.64,5.14,SPE
KNN,5.43,2.79,2.71,3.29,3.71,4.64,5.43,SPE
avarage,5.64,3.54,3.69,3.53,3.71,3.6,4.29,SPE
std,1.12,0.84,0.64,0.48,0.64,1.03,0.79,SPE
