ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
ABC,2.71,3.43,4.0,3.64,5.07,5.57,3.57,PRE
LRG,5.79,2.86,3.07,4.64,4.5,3.29,3.86,PRE
SVM,5.86,3.29,3.57,3.71,3.86,3.14,4.57,PRE
SGD,5.71,3.71,4.14,2.36,3.71,3.64,4.71,PRE
RF,4.64,4.14,3.71,2.14,4.21,4.21,4.93,PRE
KNN,3.57,4.14,2.43,3.86,4.29,4.43,5.29,PRE
DTREE,4.64,3.79,2.5,2.86,5.0,3.86,5.36,PRE
MLP,6.07,3.14,3.29,3.14,3.0,3.57,5.79,PRE
avarage,4.88,3.56,3.34,3.29,4.21,3.96,4.76,PRE
std,1.22,0.47,0.64,0.83,0.69,0.78,0.75,PRE
