ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.57,3.0,3.64,3.93,3.71,4.07,3.07,GEO
ABC,2.57,3.79,4.93,4.07,4.07,4.21,4.36,GEO
SVM,5.86,2.57,3.79,3.79,3.79,3.57,4.64,GEO
DTREE,4.36,3.86,3.79,2.86,4.43,3.57,5.14,GEO
RF,5.36,3.29,2.79,4.0,2.93,4.0,5.64,GEO
KNN,4.64,3.36,4.07,2.86,4.0,3.36,5.71,GEO
SGD,6.0,3.21,2.79,3.36,3.57,3.36,5.71,GEO
MLP,6.64,2.21,3.07,2.79,4.0,3.21,6.07,GEO
avarage,5.25,3.16,3.61,3.46,3.81,3.67,5.04,GEO
std,1.36,0.56,0.72,0.56,0.44,0.38,0.99,GEO
