ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,3.2,3.47,3.17,4.58,5.2,4.63,3.75,F1
RF,3.74,3.61,3.16,3.35,5.75,4.49,3.9,F1
SGD,2.41,4.11,3.75,3.77,5.07,4.9,3.98,F1
LRG,4.18,3.47,2.89,4.11,5.3,4.02,4.03,F1
ABC,3.08,4.09,3.45,3.81,6.02,3.45,4.1,F1
DTREE,2.84,3.69,3.43,3.68,5.7,4.43,4.22,F1
MLP,3.01,3.6,3.16,3.96,5.36,4.6,4.31,F1
KNN,1.85,4.31,3.38,4.28,6.03,3.25,4.9,F1
avarage,3.04,3.79,3.3,3.94,5.55,4.22,4.15,F1
std,0.72,0.33,0.26,0.38,0.37,0.6,0.35,F1
