ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.5,2.86,3.07,4.57,4.64,3.36,3.0,IBA
SVM,6.5,3.64,4.0,3.36,4.57,2.64,3.29,IBA
ABC,2.86,3.29,4.14,3.43,5.29,5.57,3.43,IBA
SGD,5.64,3.71,3.86,2.43,4.0,3.14,5.21,IBA
RF,5.14,4.0,2.93,3.14,3.29,4.14,5.36,IBA
KNN,4.57,4.07,2.36,3.07,4.36,4.07,5.5,IBA
MLP,6.64,3.29,3.0,3.5,2.86,3.07,5.64,IBA
DTREE,4.21,3.86,2.36,3.43,4.86,3.43,5.86,IBA
avarage,5.26,3.59,3.21,3.37,4.23,3.68,4.66,IBA
std,1.34,0.42,0.71,0.6,0.81,0.91,1.2,IBA
