ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
LRG,6.78,3.07,3.7,3.65,4.27,3.61,2.92,AUC
RF,6.04,3.52,3.24,3.71,3.83,4.5,3.16,AUC
ABC,5.82,3.63,3.17,3.39,4.3,4.52,3.16,AUC
SVM,6.51,2.97,3.79,3.7,4.46,3.38,3.2,AUC
MLP,6.48,3.36,3.53,3.86,3.82,3.66,3.29,AUC
DTREE,4.84,3.7,3.37,4.14,4.76,3.82,3.37,AUC
SGD,5.32,3.71,3.48,3.61,4.22,4.2,3.44,AUC
KNN,5.65,3.22,3.48,3.37,4.44,4.0,3.84,AUC
avarage,5.93,3.4,3.47,3.68,4.26,3.96,3.3,AUC
std,0.66,0.29,0.21,0.25,0.32,0.42,0.27,AUC
