ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,6.59,3.4,3.53,3.86,4.39,3.09,3.14,AUC
ABC,5.47,3.13,3.47,3.93,4.19,4.56,3.25,AUC
LRG,6.75,2.71,3.56,3.92,4.11,3.65,3.3,AUC
DTREE,4.81,4.02,3.31,4.3,4.92,3.34,3.31,AUC
RF,6.08,3.69,3.31,4.15,3.53,3.92,3.32,AUC
KNN,5.56,3.43,3.58,3.97,4.17,3.93,3.36,AUC
SGD,5.7,3.48,3.83,3.86,3.99,3.78,3.36,AUC
MLP,6.49,2.89,3.72,3.63,4.16,3.71,3.39,AUC
avarage,5.93,3.34,3.54,3.95,4.18,3.75,3.31,AUC
std,0.66,0.42,0.18,0.2,0.39,0.44,0.08,AUC
