ALGORITHM,RANK_ORIGINAL,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DELAUNAY,unit
SVM,6.66,3.3,3.53,3.61,4.57,3.14,3.18,GEO
DTREE,5.24,3.33,3.7,4.44,4.57,3.52,3.19,GEO
LRG,6.93,3.18,3.51,3.63,4.2,3.3,3.25,GEO
ABC,5.8,3.42,3.33,3.64,4.16,4.37,3.29,GEO
SGD,5.99,3.66,3.65,3.55,4.48,3.39,3.29,GEO
KNN,6.02,2.89,3.94,3.89,3.91,3.99,3.36,GEO
MLP,6.53,3.15,3.48,3.74,4.25,3.46,3.39,GEO
RF,6.14,3.46,3.53,3.96,3.3,4.12,3.48,GEO
avarage,6.16,3.3,3.59,3.81,4.18,3.66,3.3,GEO
std,0.54,0.23,0.18,0.29,0.42,0.44,0.1,GEO
